,Appliances,Consumption
108,3,101.46163443340257
109,3,125.84484954901961
110,4,142.27488876307297
111,4,131.25857349346805
112,19,432.7970633123335
113,15,361.356063870939
114,4,133.44976340500736
115,18,403.57404650333916
116,19,440.3438621703386
117,15,346.05607970393686
118,10,251.76209824960733
119,2,84.9423691247558
120,5,162.85573527418043
121,11,249.29564097587016
122,12,285.2120961628107
123,9,239.79854432666986
124,12,277.91964006072055
125,3,102.15133587374169
126,20,444.59036998674446
127,17,381.95636062861865
128,1,86.28330696673066
129,1,77.34817428953258
130,7,192.91216505293326
131,20,441.8439600940095
132,15,347.63914321202617
133,11,282.1568022980835
134,20,465.3362803159059
135,9,231.27317660719126
136,14,321.35510209351486
137,3,93.0541687352553
138,4,122.6588634478799
139,3,102.97083020346781
140,12,281.9153309721302
141,14,318.9892396083978
142,17,377.55503521974435
143,9,238.24091246106371
144,9,225.05796880787994
145,20,450.8728517834868
146,9,233.81863011540233
147,3,101.85468562694078
148,4,151.2891515549838
149,13,298.18446879877985
150,15,364.08167922557794
151,1,81.12141908859779
152,5,148.63603079770417
153,4,148.51973911626152
154,14,336.7994213302428
155,12,295.8378219386128
156,14,327.3861394432365
157,14,332.3290637331068
158,12,295.9518741391348
159,17,408.12057430363075
160,15,362.29911410050096
161,17,391.2656132556414
162,20,455.6184367705944
163,2,72.74696341517611
164,9,213.95655959588825
165,1,68.81300493170444
166,5,154.70123582067205
167,7,180.8793524003166
168,14,330.33583103224527
169,8,192.310309558389
170,16,385.9149305952581
171,10,256.3632618541041
172,19,419.4691979309595
173,9,242.00236302268235
174,16,375.2010048422261
175,12,290.83805604187046
176,7,190.61205306577864
177,16,380.9149565045485
178,2,101.91790814112315
179,13,301.97944492959476
180,4,142.611253322903
181,19,434.76258483084774
182,16,375.3262939780728
183,4,139.7280442943002
184,11,281.9345194826473
185,13,301.4664160016254
186,7,182.79533432817317
187,4,154.13539215721462
188,6,189.70414624272158
189,12,301.2520854309154
190,1,74.85404951700608
191,12,279.4790052331841
192,9,236.75005676325063
193,11,247.3209583565008
194,12,284.0051084034431
195,6,166.6235923495633
196,16,367.1507006781008
197,9,217.20864236756842
198,3,114.15413117415142
199,20,448.19284338417583
200,20,454.1194052016177
201,15,356.0999509727921
202,4,134.33119775967666
203,4,134.9872971213254
204,8,229.05835302422787
205,10,239.64961113554963
206,10,252.47188494461324
207,10,224.09067304872084
208,4,115.00674348097235
209,15,360.9561144593184
210,19,436.6407014527332
211,13,315.3111622352338
212,4,128.72745362425198
213,10,255.93306141493207
214,11,287.781989610564
215,14,334.2373052871998
216,8,213.28144316083015
217,8,212.10360832380456
218,2,87.28737331624868
219,13,321.3391065046457
220,3,123.75790568917735
221,3,108.19136020069523
222,2,86.34394881271328
223,6,155.95632405882307
224,9,223.87701754523056
225,5,143.99750363948476
226,1,78.76387850491214
227,12,286.6002852224594
228,3,106.06085023184666
229,6,177.06850660282697
230,17,407.6409953799634
231,9,219.1358063618199
232,2,98.87572964051694
233,18,398.9947836076857
234,17,403.92353028420916
235,4,122.60429643998275
236,9,233.23297991832075
237,5,142.68831852848032
238,17,382.9694937481452
239,4,148.9991436357606
240,8,210.31653201068679
241,4,136.13228075903095
242,19,437.3843184184884
243,18,399.8548978450562
244,2,92.33082109248251
245,19,431.82652929088374
246,18,416.6560464179774
247,3,104.51453303451731
248,6,176.8769695169067
249,6,166.589037626696
250,13,314.5505782661744
251,13,318.023977658925
252,3,110.91895872535632
253,16,367.4902671073342
254,8,211.89511065883062
255,8,231.42829563907821
256,12,283.5093015280483
257,18,398.948309338905
258,7,192.11981571953368
259,8,225.0267496203505
260,19,424.3988267278408
261,12,300.62676479081506
262,20,448.889560836529
263,18,406.6929639809071
264,10,250.16575490804934
265,15,356.7549724307313
266,10,234.77393123957597
267,19,424.61394401816545
268,1,74.88577221637902
269,10,244.31006300334008
270,12,283.7942337114301
271,18,427.6432366233186
272,10,256.84441015807494
273,1,73.09444058602891
274,17,386.1720928105783
275,11,252.3851393816355
276,5,146.33186932147032
277,4,139.2187935050587
278,20,455.7776379690206
279,9,216.9018459230941
280,15,360.51533537710736
281,1,69.93719016690547
282,20,457.4047150226614
283,9,227.00574712944558
284,8,209.434637782824
285,14,332.35454716439875
286,18,400.1000893560104
287,1,71.80051043323321
288,12,283.88377426987273
289,5,138.86248295892437
290,1,72.04924743960733
291,11,262.3670908683329
292,15,354.80976171107994
293,19,421.4164244288678
294,5,148.8824914538652
295,4,124.60916241483821
296,20,449.20467892850667
297,8,195.59281829881328
298,9,231.09345437697186
299,14,321.65690979069353
300,6,172.62377960531813
301,1,60.78723734151835
302,9,224.2634550045759
303,16,358.5461007660297
304,16,367.46907100828844
305,12,299.4550067364748
306,5,146.90491682627496
307,8,211.04613208513985
308,14,329.04089861731035
309,11,276.98236671585397
310,15,352.319840213175
311,18,406.1177567988118
312,20,453.1246923305787
313,4,145.97417826228371
314,10,260.00065378097804
315,19,431.14572352235683
316,3,104.49129530397802
317,20,447.7807923353177
318,12,280.37070330207064
319,19,427.94768786501436
320,14,330.54444910366124
321,2,94.83716297953575
322,7,182.91073372033904
323,11,285.4030363378361
324,17,374.7346419186468
325,17,387.6369773952226
326,4,143.3284626344197
327,18,414.89613433872603
328,11,260.5695273338865
329,10,261.1340739771982
330,13,321.0041768968511
331,14,344.83926153865553
332,7,176.97314323351407
333,7,198.18605879317388
334,8,197.70042122027832
335,9,234.94523757497154
336,14,341.76435304935274
337,8,188.66450418093257
338,17,398.3671278655821
339,16,388.6206726395555
340,9,237.6733372967284
341,4,123.650601880756
342,7,185.7166784470107
343,18,406.0886030396755
344,8,208.8781663338971
345,3,112.65189274380083
346,17,387.8416911454215
347,19,418.72374652442505
348,14,326.8543873919874
349,5,152.65289233464696
350,5,133.61264557008724
351,13,315.9753005959263
352,18,395.3089537467113
353,2,80.81026055428144
354,6,182.78676884632156
355,2,108.19794823972498
356,20,459.6723234870868
357,20,449.1852269109152
358,8,218.44916792527283
359,10,252.7603348799729
360,18,404.75777902533923
361,10,242.6921485609342
362,1,70.34509366973278
363,20,458.34872544150886
364,5,148.6416061022646
365,18,415.04728464998595
366,17,364.34282938162545
367,4,116.17184345451722
368,11,266.9316429881275
369,2,96.17585701296164
370,5,153.28156341196947
371,5,140.39412173308085
372,17,391.16218543646755
373,17,391.06899482948137
374,16,357.23323526108754
375,11,269.5371919529605
376,14,329.4373044398661
377,9,219.6405760796507
378,12,288.1872741408616
379,7,184.22408020864674
380,10,252.84502149204508
381,16,383.4740414932401
382,4,126.96561385473639
383,20,435.9700340317128
384,13,320.72229476844734
385,19,440.92051795509724
386,18,410.6892138731033
387,11,284.4298301963336
388,3,99.56308957396996
389,2,75.31141275537483
390,12,261.66858553695374
391,4,129.8190173285221
392,13,308.46663081084256
393,5,143.5699111131855
394,2,92.34531352093344
395,18,431.7947362027986
396,1,70.7410553150935
397,8,206.537848032162
398,5,158.4693017763231
399,4,134.39544636111194
400,6,174.9979825697724
401,7,192.52726424398082
402,4,130.9801069745493
403,3,105.79830420287968
404,9,222.06640680502406
405,2,93.57341897523449
406,5,158.0080417482278
407,1,45.44233666734378
408,14,321.92464026732677
409,20,440.25405345928925
410,10,228.32055934258617
411,6,167.67922837104092
412,2,80.15353431272602
413,8,197.67882017982436
414,9,228.07519309379575
415,8,214.82310799688648
416,4,139.95082699776924
417,13,300.96889794580824
418,4,129.10487041918998
419,7,172.59952151432734
420,8,213.93702774684755
421,20,442.88559251488454
422,1,70.21409221504621
423,6,169.20199429072673
424,12,296.3763437551491
425,10,246.8370106840499
426,20,451.1280933858213
427,8,211.90317562627595
428,6,155.1259660460055
429,9,238.8413461253851
430,12,295.9799554843893
431,15,335.80860551086255
432,1,70.95684868154832
433,9,231.6107443776486
434,20,433.6110693241616
435,7,171.97916013647884
436,11,274.96172831682077
437,20,437.59594525584686
438,3,105.2850753855916
439,1,56.486789788342016
440,20,433.0856991919745
441,15,349.74454573415056
442,1,62.05915354537717
443,20,460.92081960391505
444,7,204.43760495352487
445,2,103.62123587958735
446,13,307.3037625669142
447,19,434.1560991561836
448,14,319.07940836429174
449,10,240.43265320077896
450,5,159.51081855242936
451,18,419.3660190531174
452,4,105.30080469878416
453,3,121.18064334608862
454,14,334.5365464940233
455,16,377.89420118897664
456,5,147.08960411046334
457,10,255.28036987948434
458,5,142.88339689229304
459,18,403.0094462157575
460,19,432.3179150315366
461,14,350.81152758779416
462,14,323.3813080094627
463,3,112.12755417131588
464,4,109.5722260944614
465,10,260.3388749966889
466,13,306.2884137642469
467,16,376.8360236592468
468,3,110.31384119988333
469,20,450.65025697428865
470,7,198.60598291037476
471,15,360.88968876440515
472,17,382.90603002216983
473,16,360.24255424450433
474,9,228.42381806912255
475,1,74.43993710641485
476,11,272.94965207567543
477,12,289.26077206912845
478,14,332.3905232848221
479,8,212.5312992712459
480,7,197.6267836343727
481,14,315.8214432922274
482,16,392.7081467444789
483,10,255.09978719339097
484,7,192.5258354285472
485,12,288.8652256972577
486,19,448.673008218781
487,8,213.2999587080128
488,2,88.81104702014024
489,10,250.40980789494674
490,3,116.99637568582413
491,19,427.38568626929185
492,15,335.44139054741277
493,6,173.7357290817035
494,5,147.18220861731197
495,19,432.4764320752179
496,15,367.7554770117017
497,19,416.89622063873156
498,2,100.46840726408671
499,13,307.3055930669462
500,1,85.8622062680237
501,10,257.25828886961244
502,17,383.0117639992339
503,3,110.68953798210016
504,9,212.6783394045859
505,20,456.7803686728966
506,11,296.0113171209919
507,17,377.55578006579617
508,2,87.65180151592284
509,1,78.11787979592303
510,6,174.63509822493648
511,3,119.38761345964559
512,16,373.5760229702832
513,4,121.37244957875967
514,15,336.6276988920131
515,6,177.8088586421223
516,12,282.8465794916589
517,20,454.1403688857612
518,7,188.6554739536708
519,7,181.7162167435561
520,20,454.91964800688197
521,7,202.06634795990786
522,3,103.18238623116106
523,7,216.30064708506436
524,6,177.43323304584126
525,6,155.8334968353456
526,14,328.57436828710075
527,10,255.98145720720862
528,5,140.4662299688294
529,14,316.97072449174135
530,18,404.45654806975125
531,4,124.76835885613171
532,14,315.95835787955406
533,20,443.1387124773332
534,9,249.7049850291615
535,14,320.53709449843916
536,6,165.64273456978157
537,17,411.71362387754493
538,15,330.847249894757
539,6,155.220154023613
540,2,86.96211097272389
541,6,170.07606758686012
542,7,190.95388439871243
543,13,310.13616928217766
544,11,263.72077796442716
545,15,347.17991028916487
546,9,236.34514431516723
547,8,220.81861595109763
548,14,343.20957134885464
549,6,161.50438929393246
550,16,369.4400330872174
551,11,269.8829687623412
552,4,114.40693486088868
553,11,279.87675802663125
554,19,417.89361127395864
555,4,134.14199640982952
556,15,353.4378600390879
557,19,435.46099034415056
558,6,179.27647645973062
559,5,149.8195280432209
560,18,411.22869014722147
561,6,162.131221791783
562,4,119.40091012100426
563,6,171.7709680996106
564,9,243.2993823634842
565,5,154.1967873001391
566,18,407.6772538322849
567,2,84.95990954253196
568,19,430.20282568780175
569,2,90.99161973869049
570,15,358.3877215524232
571,18,399.0308805001996
572,8,189.2243143891116
573,12,293.54339574242675
574,15,356.3051491459834
575,17,384.6216813638499
576,2,85.49888447718156
577,18,401.1592050016315
578,13,291.1842759919454
579,15,360.1988503422692
580,1,76.60113627778831
581,3,107.91855716066732
582,20,447.0438687105174
583,15,365.8607739504913
584,19,440.13485921903646
585,12,295.58431342038887
586,10,257.58873197761346
587,15,359.22188527763075
588,1,80.38848757397807
589,13,322.8376903583387
590,10,241.9946158400069
591,19,439.94858531634054
592,5,134.67106384901658
593,8,206.12028849818674
594,4,143.54897052391922
595,17,396.14103286470555
596,13,295.9246030337695
597,6,165.38570552460996
598,14,327.486133395347
599,17,378.32679865054024
600,14,335.4166718345105
601,19,444.7903727303689
602,20,463.0137288269956
603,18,402.9922470940334
604,8,220.24913163500884
605,18,416.15709144690754
606,15,361.1385060594661
607,4,114.64700380494114
608,11,277.2007213609641
609,11,269.7906171094326
610,2,101.42386501279226
611,17,393.9684667082916
612,11,280.9689073477621
613,19,431.3311819965477
614,17,373.5872523605404
615,3,109.62003374405323
616,7,193.2345872447984
617,10,241.56648388265842
618,3,120.18958481238813
619,13,315.54494807780577
620,10,247.96212572865022
621,5,143.58380486984933
622,5,161.37652596116862
623,10,239.36366457810954
624,11,276.72916389049976
625,13,304.82208706890407
626,9,234.39113166435624
627,2,80.81890093847845
628,6,194.00620866473906
629,8,225.7482377833203
630,1,76.26636410784883
631,2,94.73582358293105
632,4,128.45497529859648
633,19,440.4214466009167
634,19,415.9442684552913
635,9,227.3524904060763
636,19,430.68953155779946
637,8,214.28860543241728
638,11,260.1303879838611
639,19,444.76772063830487
640,4,117.0070398462281
641,13,322.20680014215816
642,20,450.2475263256275
643,14,341.52525683484623
644,1,63.33790370697666
645,11,266.9779578080933
646,4,132.45585575562245
647,7,186.63121281509333
648,4,127.95496853416299
649,7,190.2112522822073
650,20,454.8093647347535
651,3,104.17175696478792
652,19,425.0787305885791
653,19,423.58209944317235
654,7,174.76597226895592
655,12,289.1049121945483
656,1,60.98337601501025
657,5,136.51334950254784
658,14,339.45374131164726
659,10,254.05498818873355
660,3,114.73414795315803
661,2,79.69523834864236
662,13,323.099268352077
663,16,362.01816146215947
664,2,109.4406662156704
665,13,317.50870642066474
666,6,168.04681889987603
667,7,174.05066470592834
668,2,102.72977224144478
669,11,265.4739225624957
670,7,195.01050304758368
671,7,192.56611273961806
672,7,196.4356240287267
673,7,192.0666324267003
674,12,298.0443857141548
675,19,438.9219591982031
676,19,424.6402937657984
677,19,433.72505692654687
678,20,462.3054068475436
679,3,123.9222078703998
680,13,305.2295713579992
681,10,235.7488622832244
682,20,458.823577514375
683,9,235.44908818972726
684,6,189.81493551688612
685,12,277.8295480033418
686,2,87.67700410308765
687,12,283.45599024989707
688,16,370.79742113856173
689,13,303.1346521957892
690,16,370.7498522764577
691,13,307.59906067942546
692,19,422.47473063082873
693,14,338.0904765727187
694,13,291.15894713776146
695,10,245.89127730189077
696,7,194.01289793448993
697,5,142.00345954771618
698,17,383.15865433120337
699,9,237.6307770191748
700,6,167.69497597763316
701,16,373.0461569085015
702,6,161.38739223688543
703,6,188.51737339382322
704,18,415.13404776570945
705,1,65.28522989415332
706,17,393.5302055396558
707,17,392.4295101182967
708,1,56.09255659984832
709,11,281.5198434886171
710,13,304.20311876615983
711,1,74.26045477435567
712,8,200.30145982905654
713,20,444.4754775488912
714,6,165.07155805030038
715,5,147.08645546388735
716,20,448.42554994482765
717,5,135.68831901009105
718,6,160.91314445968084
719,13,298.634286002406
720,18,408.6830748485782
721,20,442.6920510703182
722,13,309.68440727756035
723,7,177.8808662341706
724,8,210.39327155020842
725,17,407.1914982762263
726,1,78.5466469317845
727,16,385.05545203901664
728,11,282.71933002100207
729,4,138.96097238282127
730,4,121.47096428654125
731,17,399.06130674852216
732,17,402.13447208556823
733,10,248.3958820850719
734,6,179.02253125195497
735,17,394.7436024076647
736,18,402.05576805225354
737,10,246.1970301108703
738,13,301.88612192324223
739,16,378.88438734668347
740,7,205.38502619758023
741,15,354.82691158850025
742,2,87.59751428216596
743,5,170.96270187943642
744,17,393.9481039386711
745,5,139.71701965713632
746,8,201.85705284980864
747,15,348.47809551412274
748,8,208.48271685729347
749,3,112.46633983316075
750,17,388.57624320804246
751,16,368.8541684955371
752,16,366.97013462550564
753,19,430.04711394153435
754,12,292.7627447801817
755,15,360.09809734503534
756,8,213.93539778410275
757,3,116.90661147177396
758,18,423.7864091310084
759,4,107.8727213336602
760,8,192.65677300013903
761,14,338.45774126876637
762,17,402.07207479316025
763,6,162.90808509036768
764,5,172.183145567105
765,14,353.7525275577821
766,6,164.24574926688774
767,20,428.0705624670367
768,12,298.99196725432853
769,9,231.17346067168626
770,1,78.92220319839812
771,18,406.10203652547165
772,6,170.91284445014534
773,5,142.1646322309129
774,2,104.22020326100073
775,6,166.55029409782418
776,17,396.66042048430575
777,7,190.45364467049592
778,9,229.3877217010806
779,20,471.59710185316084
780,5,169.35122823523756
781,11,262.77142622961946
782,11,274.74353137574303
783,4,132.4062800937568
784,6,174.69981762903348
785,10,260.92021010862425
786,9,222.8140661234851
787,18,411.47370994720103
788,20,444.724270421903
789,9,225.38269117751648
790,11,279.6660490153252
791,2,118.75153385292155
792,15,352.34143195658004
793,6,162.77979492659236
794,17,390.1562688916144
795,4,141.42537599011675
796,8,230.72316039272442
797,2,70.16248879190368
798,9,218.09896839132884
799,1,67.77832164107508
800,6,178.35609986284078
801,16,370.32251060102345
802,7,194.13657949195976
803,16,351.43047610745083
804,6,159.60192457446723
805,10,238.30670913928745
806,18,433.86990676308176
807,17,382.62512237094666
808,17,387.7242096368744
809,12,290.35713561900434
810,15,350.59329600064865
811,6,150.07862238751636
812,20,449.61167295307246
813,16,368.59338107249994
814,14,322.3744292776514
815,12,305.5225042908709
816,12,293.00221703130325
817,2,83.15426083489162
818,8,218.1012492620585
819,17,381.55838492121694
820,8,212.20343248355735
821,16,374.19843940616823
822,1,58.21452719820226
823,5,153.24359778330646
824,19,434.8169777338477
825,3,119.28354901443018
826,9,233.1301847264878
827,11,268.146968240927
828,6,152.66305865569052
829,7,186.04380309740466
830,7,183.54457627701592
831,5,154.00531186366874
832,2,110.02911376377682
833,5,158.361047920775
834,6,162.48817397575473
835,6,177.35556322642609
836,7,183.33820985476768
837,4,129.58162821637745
838,18,421.44931637115934
839,16,368.35854122179194
840,19,440.43484858294954
841,10,252.65956620907144
842,5,139.57686433139287
843,18,419.48533862102045
844,3,107.35523992965878
845,20,441.08344715247495
846,4,136.89854078674196
847,14,331.5641619415883
848,12,281.0644294587447
849,14,323.63108010959144
850,5,167.1620093040689
851,18,420.2169093862937
852,7,185.82598754108216
853,16,380.0781314289098
854,3,107.95380138349388
855,11,271.3059690817715
856,18,416.74438240088375
857,6,168.21745327903335
858,5,138.2688635167009
859,5,159.53708269908284
860,16,363.08940882320604
861,3,103.10552214563603
862,12,282.0679957614854
863,3,102.48079779584081
864,2,83.78324912361934
865,15,355.17452067929713
866,20,444.4473381595114
867,17,393.2469054755765
868,12,288.12060016227673
869,2,92.01629891595398
870,2,81.09458363662765
871,14,334.5567558117856
872,7,179.78759900956973
873,14,332.6228050162682
874,7,179.8284722272075
875,20,463.1027281583468
876,17,402.1609834847833
877,4,131.44916335525204
878,15,329.1879551372466
879,3,116.5609078289581
880,6,180.63684412923072
881,8,208.83556746152604
882,16,364.77009901610677
883,15,361.04909160679796
884,4,140.5094454730884
885,8,214.16221510846202
886,8,187.7626042303329
887,20,446.57400904986804
888,7,183.15657417712714
889,20,438.555680778974
890,18,390.35743888380506
891,12,309.4778181254414
892,4,124.12155376880722
893,14,324.6641988713733
894,5,150.9786645770258
895,20,441.28071239026224
896,7,199.03738521851696
897,12,279.7778815539418
898,15,352.1054851673725
899,19,420.0557088293366
900,13,329.34071135309375
901,4,142.7671632306141
902,6,162.66914205910894
903,8,209.20092739932213
904,15,341.2475728146264
905,12,310.1959171716751
906,10,246.61735531462432
907,12,286.17614356637785
908,17,390.0082068680255
909,8,201.23179622228577
910,2,87.8287960714696
911,19,433.83774506876404
912,1,75.7284317022802
913,10,236.95871364762448
914,9,223.72650701164753
915,19,419.33388725704697
916,12,282.26957902035
917,20,454.90975195082734
918,18,420.71770146081224
919,16,372.8645600308522
920,4,113.61331272995642
921,11,269.5137982562355
922,15,364.4152952008318
923,16,365.6492444865984
924,2,78.53665935530437
925,13,316.2920198375231
926,12,296.7893709195978
927,8,204.28145037559875
928,12,284.55831066053827
929,14,328.79450633118216
930,3,121.4698786889756
931,2,90.46734984025987
932,17,390.24628505399266
933,2,87.59129846907847
934,17,380.6681294743711
935,2,81.04499319231812
936,2,88.46243564325354
937,13,323.88081837679965
938,7,201.46439767872465
939,9,221.43117806793546
940,9,240.10760427003905
941,14,327.08346308683105
942,11,261.10229244592995
943,20,437.9556266521463
944,19,434.2036286486374
945,1,82.69267266470452
946,5,149.22822146126492
947,1,64.25909815832819
948,6,161.79962148630358
949,16,362.0618554103288
950,20,454.6216183708464
951,16,381.0469446837691
952,20,454.7662423842548
953,13,302.6887196512517
954,14,334.27506114818135
955,11,256.50388989523
956,10,258.23771577717713
957,17,385.560445221069
958,7,183.1083014962192
959,4,142.0728845148816
960,17,386.38711641312904
961,1,60.43520105531015
962,2,74.55321142505609
963,19,427.91781425227816
964,1,68.38038034592394
965,12,296.22397431050956
966,19,441.4734224290278
967,19,430.17022820357414
968,16,359.32813097968244
969,16,373.5480732937158
970,8,219.74660179712765
971,13,311.7785984387959
972,14,343.17641419379964
973,19,440.4434665058066
974,15,335.1026386452206
975,15,364.29961014092896
976,8,206.63537934649784
977,13,326.88133007041085
978,12,293.4995983896616
979,13,322.43180196776785
980,16,357.8315867170889
981,12,302.8969707679068
982,14,336.6990108983405
983,15,361.2329390608766
984,19,433.2485024903531
985,5,144.89752700597157
986,2,97.10396430148198
987,18,399.0292276295948
988,18,419.8125509323698
989,17,400.48220441089956
990,10,247.37850496049637
991,17,378.2255484119207
992,3,112.2105020967977
993,16,350.1616215657777
994,18,409.5886366622117
995,7,173.36279569710246
996,1,76.57053533250303
997,7,197.36677955200767
998,13,317.4191340724268
999,16,380.4719150606649
1000,11,281.27235323044135
1001,3,122.33884619869612
1002,9,239.9943561549742
1003,7,198.0887404596415
1004,3,112.24829985463872
1005,1,75.97562457418888
1006,11,262.21353863355597
1007,13,308.7545095193337
1008,4,128.25380858073208
1009,10,252.77896281517437
1010,8,207.46775630731582
1011,17,378.59569788699935
1012,11,276.6485301156651
1013,5,165.55892449107492
1014,18,392.02279669539854
1015,4,129.39745258961355
1016,6,182.17712462964016
1017,7,198.2479936258901
1018,12,275.7937346176701
1019,3,116.30408189190253
1020,8,212.8735467802648
1021,20,460.4936338321668
1022,10,250.2766799774043
1023,1,69.0774799380615
1024,17,403.1326765728558
1025,18,418.13422051962823
1026,9,225.9347719439713
1027,20,451.2830004451951
1028,16,351.5013610846969
1029,17,385.75239834819195
1030,18,404.23895588414126
1031,11,274.8768549059439
1032,18,392.8582320252058
1033,4,125.15819359323801
1034,8,213.48608422214832
1035,10,250.46103059777158
1036,4,134.61847860659606
1037,8,213.3301505681524
1038,17,392.6304385081353
1039,3,131.56029500524437
1040,5,154.0661620211159
1041,5,142.9887732179596
1042,7,174.12927394132296
1043,1,66.22247268258864
1044,18,432.6937043653968
1045,6,171.70870066612673
1046,20,446.1617004467073
1047,15,360.7884954765594
1048,9,226.81856956242692
1049,3,100.74193467778016
1050,18,418.77858874788774
1051,16,369.97368962340045
1052,17,390.7540323898237
1053,9,240.03940454375063
1054,13,306.6718130693981
1055,8,197.9290807834381
1056,13,301.9327676154501
1057,1,52.568501419726886
1058,12,308.8235497592133
1059,12,289.4263382009778
1060,9,217.75466462022285
1061,1,69.46180631075693
1062,14,317.2370413977574
1063,14,337.34257526652027
1064,6,163.80686346879065
1065,16,379.1918418519439
1066,8,210.75721731579026
1067,19,417.2435025722468
1068,5,159.39899415106547
1069,15,340.870558692951
1070,13,320.20534333737106
1071,6,172.24619984703133
1072,17,385.31805607489093
1073,5,150.02745553312863
1074,10,245.97429325971055
1075,5,139.99081938632162
1076,17,386.12989837783914
1077,19,439.59096325621425
1078,6,158.65002777188016
1079,15,334.50065782450395
1080,4,113.44067709610965
1081,17,397.36753047786556
1082,1,59.73075345704555
1083,18,411.4050458341016
1084,10,230.2191366687111
1085,19,428.05692179407896
1086,2,93.5104739254113
1087,17,393.47051992241353
1088,18,411.44388225371114
1089,13,307.7744313779033
1090,7,181.9077746334559
1091,20,452.7710118726907
1092,5,167.74892410517953
1093,4,130.6441094158444
1094,7,177.41529197974737
1095,5,158.15698926272674
1096,19,436.100232673352
1097,20,437.3559892345208
1098,7,188.48602263787504
1099,13,300.2200083271667
1100,4,114.83077028754487
1101,15,348.1061628297171
1102,20,424.9079422465791
1103,18,423.12437596263027
1104,4,129.81239231665066
1105,4,129.29475289184978
1106,2,72.2491915824921
1107,20,471.72535915394815
1108,5,143.3163825504391
1109,8,228.51620235185553
1110,11,266.54908457420635
1111,11,276.57980355969175
1112,18,399.86514247522115
1113,19,419.7942195582107
1114,17,395.9725740466418
1115,1,65.73870142009486
1116,5,149.23194970900022
1117,3,115.12969988955186
1118,14,325.21283156804384
1119,2,94.46597334404728
1120,3,116.59262016484197
1121,3,108.44970324359866
1122,20,441.6180282466982
1123,13,318.059604651276
1124,8,223.6476660694838
1125,14,334.9472905831961
1126,18,409.8533361453337
1127,20,449.88305285684527
1128,13,312.130689287761
1129,18,406.1228378692234
1130,1,65.1312781336445
1131,2,83.46498751302262
1132,5,159.00990402062584
1133,11,259.8480785764516
1134,11,272.60342247605865
1135,1,62.02729348441144
1136,3,123.20150810038506
1137,2,94.28337209120927
1138,14,336.19066622043476
1139,20,434.4894576689823
1140,16,383.990760735605
1141,18,416.5426578309516
1142,5,164.36343436790895
1143,8,214.7626754696637
1144,7,176.54539785967765
1145,10,239.4691138042523
1146,16,385.69840963169025
1147,19,431.9577711245309
1148,11,273.97006223346
1149,19,421.38367107825434
1150,3,95.54198667726965
1151,18,409.25309428967824
1152,4,134.01416237450562
1153,20,453.9712471699754
